l.vid	l.showtimes	l.tag_id	l.shoot_type	l.shixiao	l.title	l.shexing	l.vv	l.vvtime	l.alltime	l.clicknum	l.play_rate	l.ctr	m.level
2017062800023026	22715	6	20	2017-12-04 23:59:59	女人自拍成瘾后，什么都拍。	NULL	5097	80734	124013	4490	0.651012394	0.19766674	1
6303599413747162113	22704	6	2	2017-11-17 23:59:59	这身材有多少人心动了 点个赞！	NULL	5115	67978	119674	4485	0.568026472	0.197542283	3
6312209509934695425	22695	2	2	2017-09-14 23:59:59	美女偷偷拿黄瓜进房间玩，没想到被老爸发现了！	1	3905	440990	715858	3506	0.616029995	0.154483366	4
2017063002024270	22650	21	20	2017-12-08 23:59:59	一群女人让一对男女脱光衣服在同一个床上！	1	6049	486361	665313	5365	0.731025848	0.236865342	3
2017051801890806	22607	2	2	2017-12-31 23:59:59	赵丽颖激情床吻戏曝光 半裸缠绵许久 被强吻抓胸罩堪比《色戒》	1	4839	774016	2761559	4611	0.280282261	0.203963374	2
2017062809209008	22604	2	20	2017-12-08 23:59:59	为什么弱智爱看韩国电影？	1	3595	386799	2698970	3333	0.14331356	0.147451778	1
2017062900215485	22528	5	20	2017-12-05 23:59:59	搞笑视频第二期，教练你这样真的好吗?	NULL	5465	531487	3104179	5262	0.171216608	0.233575994	1
6303516352506415105	22524	21	2	2017-09-16 23:59:59	女司机别一辆拉大粪的货车，货车一个急刹，记录仪拍下这搞笑一幕	NULL	5264	252493	416519	4857	0.606198037	0.215636654	4
2017062809107530	22514	2	20	2017-12-07 23:59:59	老公回家看见老婆摆着销魂的姿势，身上散发着野性的味道，特刺激	NULL	5170	373624	659483	4813	0.56654076	0.213778094	2
2017062708529824	22387	400	20	2017-11-29 23:59:59	古代玛雅人是这样押送俘虏的，很聪明但是很残忍！	NULL	5462	484681	707027	5059	0.685519789	0.225979363	2
2017062808926289	22378	395	20	2017-12-09 23:59:59	日军排队领牌进慰安所，每人十五分钟，记录真实历史	NULL	4538	454648	655978	4275	0.693084219	0.191035839	1
6311807153921327104	22361	2	2	2017-10-08 23:59:59	一男六女同住一屋檐下，好幸福[憧憬]	NULL	4550	159274	289595	4351	0.549988777	0.194579849	4
2017063001854265	22344	21	20	2017-12-02 23:59:59	禽兽！男子支开女友，只为性侵其妹妹	1	5448	725759	1837811	5161	0.394904046	0.230979234	1
2017051408704040	22283	394	20	2017-12-12 23:59:59	军队报废弹药是这样处理的，中国拆弹兵好辛苦	NULL	5384	570924	1171825	4944	0.487209268	0.221873177	4
2017051408324768	22243	5	20	2017-12-31 23:59:59	为什么男生啪啪的时候不喜欢带套	1	5539	644565	1367777	5254	0.471250065	0.236209144	4
2017070506291494	22204	6	20	2017-12-12 23:59:59	让女生爽到不行的小动作，男人一定要知道	NULL	4742	141559	621479	4486	0.227777608	0.202035669	NULL
6312209203322684417	21976	21	2	2017-09-12 23:59:59	这是遇到女流氓啦？网友大呼为什么不是我！	NULL	4886	302355	606616	4556	0.49842899	0.207317073	4
2017070404320213	21948	325	20	1970-01-01 08:00:00	[这样的交通事故，谁来负责？]——货车刹不住，车祸发生！	NULL	5831	116377	141465	4492	0.822655781	0.204665573	1
6312518662079120385	21941	21	2	2017-09-13 23:59:59	十岁孩子还吃奶，哪来的那么多奶水呀	NULL	5945	246055	298248	5494	0.825001341	0.250398797	NULL
2017062809107806	21867	5	20	2017-10-09 23:59:59	丈母娘和女婿（真人真事）	NULL	4599	921472	2630861	4281	0.350254917	0.195774455	1
2017062809029869	21625	1	20	2017-09-15 23:59:59	真相大白，刘嘉玲回忆当年被劫事件！	NULL	4782	262760	772655	4292	0.34007416	0.198473988	1
6311832808721482753	21618	9	2	2017-10-08 16:15:57	身上出现这个迹象，是恶性肿瘤的前兆，千万要注意了！	NULL	3687	188535	396575	3484	0.475408183	0.161161995	5
2017063001880992	21577	21	20	2017-12-12 23:59:59	美女内裤频繁现精斑，知道真相后，吓出一身冷汗	1	4903	419265	678180	4507	0.618220826	0.208879826	2
6311571212241732608	21492	8	2	2017-10-08 23:59:59	外国佬发明防强奸内裤，吓得色狼一软，连滚带爬的跑了	1	4738	216808	324647	4519	0.667826901	0.210264284	4
6300693075975128064	21478	5	2	2017-11-08 23:59:59	解气！以后就这样对付碰瓷的，估计没人敢碰瓷了	NULL	4203	351943	413878	3913	0.850354452	0.182186423	4
6311605895285440512	21462	21	2	2017-10-08 23:59:59	要不是监控记录下的震惊画面，谁会想到这些飞来横祸的恐怖瞬间！	NULL	4956	313558	442966	4594	0.707860197	0.214052744	4
2017063002039399	21428	6	20	2017-12-03 23:59:59	这只是一个韩国女团成员跳舞的视频 没什么特别的	1	4491	478079	4355947	4239	0.109753172	0.197825275	1
6309552663478579200	21411	2	2	2017-10-02 23:59:59	这部香港四级片太重口！尺度吓尿了！	1	4485	373478	891090	4241	0.419124892	0.198075755	5
2017070403957987	21389	325	20	1970-01-01 08:00:00	邓小平霸气讲话吓倒撒切尔夫人 香港主权问题没得谈	NULL	2468	207695	376175	2316	0.552123347	0.108279957	NULL
2017062900254266	21327	2	20	2017-12-05 23:59:59	污！污！污！岛国脑洞超大神片！	1	4904	383241	695331	4597	0.551163403	0.215548366	1
2017062809038061	21304	2	20	2017-12-09 23:59:59	大S的这个片段，我看了一遍又一遍，果然给力	NULL	4926	298369	873733	4609	0.341487617	0.216344348	1
2017062900377947	21284	21	20	2017-09-14 23:59:59	男子将大磁铁绑上绳扔进河里，没想到捞上的东西吓的他赶紧报警	NULL	5289	416362	626438	4978	0.664649973	0.233884608	1
2017062808941857	21281	2	20	2017-12-10 23:59:59	童养媳嫁给十岁的小男孩，晚上婆婆让圆房	NULL	4670	402566	618084	4276	0.651312767	0.200930407	1
2017063001988443	21235	6	20	2017-12-03 23:59:59	韩国美女热舞不慎走光，摄影师真是有福了	1	6075	498283	1219718	5708	0.408523118	0.268801507	1
122931924	21204	21	1	2017-09-13 23:59:59	#突发事件#[吃惊]各微信群上疯传，据说是发生在广西平南某地！到底什么情况？因何而“战”？伤亡情况如何？当地警方知道吗？[疑问][疑问][疑问][围观][话筒]以下为事发现场视频。	NULL	6406	451547	1300317	5865	0.347259168	0.276598755	1
2017062901178504	21014	2	20	2017-12-31 23:59:59	小女孩遇到大叔，迫不及待的献出自己的身体！	1	5192	547309	1780254	4885	0.307433097	0.232464072	1
2017070403877005	20961	399	20	2017-11-30 23:59:59	女子分享经验，揭秘女生都想知道的G点秘籍！	1	4691	765120	2283917	4417	0.335003417	0.210724679	1
2017051408310182	20935	21	20	2017-11-27 23:59:59	作死男子用“蜈蚣”喂食“银龙鱼”，下一秒的事情让人不寒而栗！	NULL	5062	786941	1320509	4502	0.595937627	0.215046573	4
2017062901084013	20922	2	20	2017-12-09 23:59:59	狠心的姐姐故意把妹妹迷晕了，亲眼看着她被大老板占有	NULL	4120	829861	1612620	3750	0.514604184	0.179237167	1
2017070404766565	20905	5	20	2017-12-05 23:59:59	看完笑了三天三夜 不发出来对不起大家	NULL	4501	312654	641865	4168	0.487102428	0.199378139	1
2017062809096378	20871	400	20	2017-12-31 23:59:59	能钓到这么大的鱼，体格不健壮是不行的！	NULL	4820	196864	540872	4558	0.36397521	0.218389152	2
2017062808920182	20825	5	20	1970-01-01 08:00:00	美女看书太认真，裙子掉了都不知道	NULL	5067	289851	455687	4780	0.636074762	0.229531813	2
6306073853638611968	20818	2	2	2017-10-09 23:59:59	树堆里，两人一点就着	1	4962	345555	599541	4614	0.57636592	0.221635123	4
6311135160817556481	20811	21	2	2017-10-06 23:59:59	真人真事，一个拥有两性生殖器官的女性的生活！	NULL	4401	439771	671703	4137	0.65471049	0.198789102	4
6311445481314582528	20762	395	2	2017-10-07 23:59:59	监狱为什么都选择在凌晨6点执行死刑犯？	NULL	4135	325201	999235	3941	0.325449969	0.189817937	4
149919599	20648	6	2	1970-01-01 08:00:00		NULL	4110	88702	179764	3333	0.493435838	0.161419992	3
174707968	20613	21	2	2017-10-12 23:59:59	女教练给学生喝母乳，15岁男学生发生不正当关系！	1	4920	237699	356462	4548	0.666828442	0.220637462	4
2017062900820232	20612	5	20	2017-11-29 23:59:59	塑料袋礼服 女星的时尚看不懂！	NULL	5172	355289	1441592	4859	0.246456001	0.235736464	2
2017051509038362	20573	400	20	2017-10-09 23:59:59	男子在河边拍摄洪水流过，在洪水冲塌桥梁的瞬间飞出疑似龙的生物	NULL	4752	195708	262828	4388	0.74462386	0.213289263	3
6312234062798913536	20517	0	2	2017-10-09 18:51:13	新人美女警察上厕所忘了关对讲机，同事都笑翻了	NULL	5101	260424	405915	4797	0.641572743	0.233806112	4
6306682614329780225	20506	2	2	2017-09-25 23:59:59	病人被注射麻醉之后，感觉不对劲，医生呀你到底做了什么违背道德	1	4679	401563	542248	4394	0.740552293	0.214278748	4
195438734	20468	21	2	2017-09-18 23:59:59	女子家墙体内总传出怪声 木工凿开后有惊人发现	NULL	5039	758015	1824838	4617	0.415387558	0.225571624	3
6306802079939867649	20402	2	2	2017-09-25 23:59:59	一对中学生热血来潮，在没人的地方偷吃禁果，画面太美！	NULL	5245	465597	910536	5007	0.511343868	0.245417116	1
2017070404475102	20365	2	20	2017-12-09 23:59:59	口口声声说爱“她”，却把她‘’糟蹋‘’了	1	4374	749842	1438559	4083	0.521245218	0.200491039	1
130773256	20351	6	2	2017-12-12 23:59:59	这自拍风格能叫性感吗？	1	4431	43914	98478	3433	0.445927009	0.168689499	1
2017063001846687	20331	21	20	2017-12-04 23:59:59	暗拍：开在幼儿园门口的卖淫一条街，小姐语出惊人！	1	5172	729314	1622786	4894	0.449420934	0.240716148	2
2017063001803608	20273	18	20	2017-12-10 23:59:59	实拍：孕妇在家独自一人顺利产子过程，感动！	1	5536	1132832	2325454	5073	0.487144446	0.250234302	2
2017070505666869	20245	324	20	2017-10-12 23:59:59	女主人跟狗狗这样玩 下场太惨 竟然被狗狗给玩了	NULL	4384	315305	914277	4186	0.344868131	0.206767103	NULL
2017062708507734	20231	21	20	2017-09-14 23:59:59	公交车站男子做出这种?行为，监控拍到这一段视频！	NULL	5091	386694	1254817	4660	0.308167645	0.230339578	2
2017070404909832	20153	5	20	2017-12-08 23:59:59	小两口闹别扭竟是因为老公太长	NULL	5047	332562	403107	4722	0.824996837	0.234307547	NULL
6303578869584797697	20106	401	2	2017-11-27 23:59:59	为什么人被狗追的时候，只要一蹲下狗就会跑？看完解开多年疑惑	NULL	4088	364397	524293	3811	0.695025491	0.189545409	4
2017062900276315	20093	21	20	2017-12-09 23:59:59	不作不会死！你没事闲的逗鳄鱼干嘛？	NULL	4608	250967	376284	4050	0.666961657	0.201562733	1
2017070607506236	20092	21	20	2017-09-14 23:59:59	刚刚还十分嚣张，转眼就悲剧了，报应来的太快啊！	NULL	4325	499068	1224322	3927	0.407628059	0.195450926	NULL
2017070900170117	20091	396	20	2017-11-27 23:59:59	大爷在鱼塘里挖出一口木棺，专家鉴定后的一番话，吓得他一身冷汗	NULL	4657	246958	356866	4361	0.692018853	0.217062366	NULL
2017071001170514	20073	5	20	2017-12-03 23:59:59	爆笑！女生现场测试男生尺寸，场面失控！	1	2956	426895	943504	2782	0.452457011	0.138594131	1
2017070607577491	20009	5	20	1970-01-01 08:00:00	中国小伙迎娶俄罗斯新娘，客人走了，新娘原形毕露没想到这么主动	NULL	4419	546712	823122	4177	0.664193157	0.20875606	NULL
2017063001265930	19934	5	20	1970-01-01 08:00:00	这么好看的妹子，尽然干这种事情，我要崩溃了！	NULL	4776	159013	304987	4481	0.521376321	0.224791813	2
2017062708518238	19927	28	20	2017-12-03 23:59:59	农村办喜丧，三个小媳妇现场又唱又跳，那歌声，那舞姿，太嗨了	NULL	4705	169887	302147	4393	0.562266049	0.22045466	1
6304148668173938688	19916	5	2	1970-01-01 08:00:00	花式袭警！肚皮“武”惊现江湖	NULL	2791	262520	671607	2654	0.390883359	0.133259691	6
2017063002083288	19852	5	20	2017-12-03 23:59:59	猥琐男用透视眼镜偷窥美女，却看到不该看的东西	1	4094	440378	704814	3897	0.62481449	0.19630264	1
2017070403932075	19850	5	20	2017-11-27 23:59:59	最新高清搞笑逗比作死蛋疼视频大集锦 城会玩	NULL	3779	464427	2957006	3460	0.157059877	0.174307305	NULL
2017063001867108	19838	325	20	2017-10-12 23:59:59	古人性生活究竟是怎么过的——看古代如何鉴别是处女	NULL	4425	473378	2159546	4236	0.219202555	0.21352959	3
2017063001881453	19803	21	20	2017-12-07 23:59:59	单亲妈妈裸聊当色情女主播 儿子睡着后表演	1	5845	499795	993782	5493	0.50292217	0.277382215	2
2017062809052427	19761	21	20	2017-12-06 23:59:59	成都一网吧凌晨遭遇恐怖事件。看到40秒。震惊了。	NULL	4543	306571	714883	4067	0.428840803	0.205809423	3
2017063001877211	19731	21	20	1970-01-01 08:00:00	山东某大学男女在自习室乱搞，被人偷传网上	NULL	4859	297838	789313	4482	0.377338268	0.227155238	1
2017062809874919	19678	21	20	2017-12-07 23:59:59	女子在公交车上被一男子公然摸胸，网友称其真淡定	1	5344	1004369	2001595	5050	0.501784327	0.256631772	2
2017062900963818	19651	325	20	1970-01-01 08:00:00	下大雨，回家全家湿透了，两口子结婚十年，第一次同房！	NULL	4738	468985	792650	4463	0.591667192	0.227113124	1
2017062808874654	19505	6	20	2017-12-03 23:59:59	超模女神亲自示范避孕套用法，看得我都脸红了	1	4775	597067	1058430	4515	0.564106271	0.231479108	2
2017070404972632	19498	2	20	2017-12-08 23:59:59	两个大美女从更衣室就开始比大小，洗澡的时候更是直接开撕！	1	5197	414842	683299	4905	0.607116358	0.251564263	NULL
6306323180571272192	19483	21	2	2017-10-09 23:59:59	遇到这样的人，想办法加速开走，千万不要下车，不然后果就惨啦	NULL	5875	100789	131321	4951	0.767501009	0.254118976	4
2017070202913485	19374	6	2	2017-12-12 23:59:59	好有节奏感啊，宝贝～  更多精彩请关注微博@女神的性感范儿在这里有你爱不完的美丽	1	3591	86371	191066	3093	0.452047983	0.15964695	3
2017070403915698	19343	5	20	2017-09-14 23:59:59	拍激情戏竟然假戏真做，这些女星全身被摸遍了！	1	5181	168050	275525	4805	0.609926504	0.248410278	1
2017062800020655	19316	5	20	2017-12-08 23:59:59	发生在农村的故事，还是那片玉米地	NULL	4610	196394	627637	4363	0.312910169	0.225874922	2
2017062800083844	19311	5	20	2017-12-10 23:59:59	00后的男生和女生真会玩，俺们大叔看得脸都红了！	NULL	4649	468490	1574565	4260	0.297536145	0.220599658	1
6312543220484014080	19252	21	2	2017-10-10 23:59:59	真实版死神来了，摄像头实拍全过程	NULL	4693	147392	198691	4025	0.74181518	0.209069188	4
2017051408309946	19193	325	20	1970-01-01 08:00:00	大货车被拦腰撞击后，出现离奇一幕	NULL	5538	149829	174945	4683	0.85643488	0.243995207	3
6303177721065397249	18940	5	2	2017-11-15 23:59:59	美女老师上课点名，遇到了这个奇葩的名字！居然发生这种事，哈哈	NULL	3774	192549	246794	3520	0.780201301	0.185850053	4
6309043981019948032	18810	5	2	2017-10-01 23:59:59	老大爷车上打电话，旁边漂亮女孩子却被气得吐血，发生什么了！	NULL	3549	218125	265574	3307	0.821334167	0.175810739	4
2017063001881363	18737	6	20	2017-09-15 23:59:59	韩女团穿丁字裤热舞 深蹲开腿跨下被看光	1	5519	269139	371101	5236	0.72524461	0.279447083	2
6310633379045987328	18717	5	2	2017-10-05 23:59:59	恶搞 小伙走进电梯，气氛却十分尴尬	1	3772	224244	364811	3523	0.614685412	0.188224609	4
2017070900560002	18667	21	20	2017-12-05 23:59:59	岳母掀开女婿窗帘的那一刻，见到屋内的场景吓的一直在发抖	NULL	4208	849952	4006445	3965	0.212146179	0.212406921	NULL
6303803240261747713	18665	21	2	2017-09-18 23:59:59	中国第一女保镖边梅有多强？   	NULL	3128	258993	368769	2904	0.702317711	0.15558532	6
2017063001803248	18659	21	20	2017-10-11 23:59:59	偷拍！ 后美女自拍喂奶 是喂奶还是在秀乳房，太清楚！	1	4838	336211	875155	4464	0.384173089	0.239241117	2
175535502	18577	21	2	2017-12-31 23:59:59	女子公交车上犯病颤抖呻吟 男乘客嬉笑围观	1	5820	243444	358235	5538	0.67956509	0.298110567	3
169872411	18527	5	2	2017-12-01 23:59:59	羞羞哒！奇葩女子的现场排泄秀#摧绵大湿#	NULL	4179	328465	761303	3945	0.431451078	0.212932477	5
2017051408888224	18494	400	20	2017-12-04 23:59:59	男子出海捕到大鱼 没想到剖开鱼肚竟发现意外惊喜	NULL	4495	207954	289875	4160	0.717391979	0.224937818	3
6311428467648889857	18463	21	2	2017-10-07 23:59:59	中学女生后山发现古墓，摸出手机往里一照，结果吓人	NULL	4193	504172	915711	4007	0.550579823	0.217028652	NULL
6312540385038042113	18442	5	2	2017-10-10 23:59:59	隔壁老王和我老婆在家里亲嘴被抓，结果他们这样圆场	NULL	4475	205118	263921	4155	0.777194691	0.225300943	4
2017070403976453	18422	2	20	2017-12-10 23:59:59	跟性感美女玩游戏，输的脱光所有衣服！爆笑	1	4956	954345	1681774	4601	0.567463286	0.249755727	1
2017070505693697	18347	2	20	2017-12-09 23:59:59	美女杀手最终决战只剩三人，却被教官下药。	NULL	3912	346046	852601	3500	0.405870976	0.190766883	1
2017063001770139	18340	5	20	2017-12-05 23:59:59	女子背着老公带男人回家被拍全过程，太不像话了！	1	4346	1183198	3129350	4118	0.378097049	0.224536532	2
6311164694854012929	18322	9	2	2017-10-06 20:02:09	电钻还能这样用，突然就觉得脑洞大开了	NULL	3979	397281	549507	3753	0.722977141	0.204835717	6
2017070809675200	18285	21	20	2017-12-05 23:59:59	男子被人活活打死，监控记录下全过程	NULL	4127	834480	2539152	3749	0.328645154	0.205031447	NULL
2017063001778739	18270	376	20	2017-11-27 23:59:59	美女医生玩惨男人，看三遍不过瘾	NULL	3249	428073	848833	3014	0.504307679	0.164969896	2
6308672084772037632	18232	5	2	2017-12-01 23:59:59	美女晚上在床上问老公这辈子睡过几个女人，老公的回答亮了！	NULL	4330	114569	127345	3819	0.899674114	0.209466871	4
2017070403872922	18216	5	20	2017-12-05 23:59:59	奇葩男女高速车震，  震  惊交警！视频尺度大，孩子不要看！	1	4443	454687	1706719	4224	0.266409995	0.231884058	NULL
2017062708569033	18197	2	20	2017-12-04 23:59:59	儿子外出打工，儿媳妇在家做出如此缺德事！	NULL	4152	1141114	6204138	3926	0.183927888	0.215749849	2
2017070404927766	18187	2	20	2017-12-04 23:59:59	日本少佐山中偶遇一女子对其施暴，他死都没想到这女子是日本间谍	NULL	3721	492484	743772	3462	0.662143775	0.190355749	NULL
6312199907360900096	18159	14	2	2017-10-09 23:59:59	打麻将十句技巧口诀，记住后打麻将不会再输	NULL	3452	246494	438563	3269	0.562049238	0.180020926	NULL
2017062809094435	18143	5	20	2017-12-09 23:59:59	美女长得真漂亮，可是到这节骨眼上怎么做出这事呢！	NULL	3702	52644	78930	3293	0.666970734	0.181502508	1
2017051408234373	18127	325	20	1970-01-01 08:00:00	KTV里小伙开口唱歌太好全场顿时安静，大家都不敢唱了	NULL	4610	137553	954466	4154	0.144115139	0.22916092	3
2017062900760110	18112	4	20	2017-12-09 23:59:59	韩国的综艺节目要赶超日本啊！女艺人被玩坏了！	1	3870	280270	570141	3474	0.491580153	0.191806537	1
2017051700929031	18100	325	20	1970-01-01 08:00:00	萝莉妹子柳侑绮雪亮大眼郊游照	NULL	3655	131138	594020	3427	0.220763611	0.189337017	3
2017070606822274	18041	10	20	2017-12-03 23:59:59	柬埔寨漂亮媳妇带着小叔子在田里捕鱼，收获喜人	NULL	3999	649497	1346398	3769	0.482395993	0.208913031	NULL
2017070708286601	18028	324	20	2017-10-11 23:59:59	女驯马师是这样和马提升感情的，手在干嘛呢	NULL	4497	431278	902933	4267	0.477641198	0.236687375	1
2017051701277259	18013	21	20	2017-11-30 23:59:59	奥巴马厕所法案遭炮轰 特朗普笑笑说我有办法	NULL	3720	232567	485811	3462	0.47871909	0.192194526	3
2017062809165416	17979	5	20	2017-12-08 23:59:59	你喜欢男朋友的大一点还是小一点?回答笑翻。	NULL	4531	392201	635320	4195	0.617328276	0.233327771	1
2017062809097140	17941	1	20	2017-10-11 23:59:59	细数那些出道不久就被富商糟蹋过的大牌女明星们	1	4013	232383	494614	3717	0.469826976	0.207179087	1
2017051701298626	17921	400	20	2017-12-11 23:59:59	美国一女子手臂有一小块红肿没在意，第二天竟被吃掉一半	NULL	4821	289546	517448	4483	0.559565406	0.250153451	3
2017062809076258	17910	21	20	2017-10-09 23:59:59	实拍美女纹身全过程, 除了痛还有害羞	1	4373	207626	289689	4110	0.716720345	0.229480737	2
2017070607331181	17909	21	20	2017-12-10 23:59:59	黑手党最喜爱的武器，看起来平常，但打击效果惊人，挑衅日本黑帮	NULL	3580	179140	477065	3351	0.375504386	0.187112625	NULL
209170571	17891	5	2	2017-12-01 23:59:59	一张床睡三个人的尴尬囧事	NULL	3944	462766	563851	3767	0.820723915	0.210552792	6
6312629767287866369	17862	21	2	2017-09-13 23:59:59	29岁富二代找男公关上门服务，警方破门而入，现场相当精彩	NULL	3560	319676	554709	3350	0.576294958	0.187548987	NULL
6312629767287866369	17862	21	2	2017-09-13 23:59:59	29岁富二代找男公关上门服务，警方破门而入，现场相当精彩	NULL	3560	319676	554709	3350	0.576294958	0.187548987	4
2017062900338677	17838	325	20	1970-01-01 08:00:00	怪事：小媳妇给老公戴绿帽，不但老公不反对。连婆婆都同意？	NULL	3879	465874	1063738	3652	0.437959347	0.204731472	1
119137959	17788	5	2	2017-10-11 23:59:59	#笑死不偿命#美女！盘点美女出丑的瞬间	NULL	3596	220478	350968	3395	0.628199722	0.190859006	4
2017062809096451	17787	325	20	1970-01-01 08:00:00	疯狂男子挑战一头活驴，各种奇葩搞笑视频集锦	NULL	3305	352756	1441620	3162	0.244694164	0.177770282	2
2017062708611217	17733	5	20	2017-11-30 23:59:59	高手在民间，老司机合集（十二）	1	5159	400328	1506808	4964	0.265679503	0.279930074	3
2017062900773521	17675	5	20	2017-12-12 23:59:59	公交最新美女奶大居然可以这么任性！	1	5082	389691	523037	4878	0.745054365	0.275983027	1
2017070505783402	17661	21	20	2017-12-07 23:59:59	千年女尸被现代医学解剖，器官完整，皮肤有弹性，胆小勿看	NULL	3556	408673	651901	3364	0.626894268	0.19047619	NULL
2017070505503874	17658	6	20	2017-12-04 23:59:59	高速收费站遇见高颜值收费员，后面的路叫我怎么专心开下去	NULL	3713	263889	561668	3397	0.469830932	0.192377393	NULL
2017070607222391	17642	5	20	1970-01-01 08:00:00	哥哥到寡妇弟妹家看到这一幕后突然狂性大发	NULL	4488	414310	847580	4251	0.488815215	0.240959075	NULL
2017062809777435	17457	28	20	2017-10-11 23:59:59	2分钟让你了解胸罩的发展史，你们觉得哪个时代最好看？！	NULL	3381	193674	472544	3192	0.409853897	0.182849287	1
2017070809252170	17443	21	20	2017-11-27 23:59:59	农村一男子在盖新房时居然发现这个，全部挖出来后当场看傻了	NULL	3914	267569	350438	3512	0.763527357	0.201341512	NULL
2017070404322598	17435	325	20	2017-10-12 23:59:59	放学被校花叫到教室，脱光衣服想干什么呢	NULL	4410	298603	539597	4236	0.553381505	0.242959564	1
2017062900701831	17412	4	20	2017-11-28 23:59:59	可爱妹子上节目，衣服掀开那一刻吓坏所有人	NULL	3642	285978	545849	3392	0.523914123	0.194808178	1
6311454341198775296	17363	21	1	2017-09-11 23:59:59	#共同的诗#【纵有万千不同，心意相通，11种语言汇成 一首《共同的诗》！】因海而生，向海而荣。世界目光聚焦魅力鹭岛，金砖合作定格厦门时间。作为海上丝绸之路的战略支点城市，厦门成功举办金砖国家领导人第九次会晤，中国智慧、中国魅力再一次为世界带来温暖与力量。       歌以咏志，	NULL	19	632	2516	13	0.251192369	0.000748719	1
2017051609941080	17334	6	20	2017-12-08 23:59:59	收费站的姑娘是我见过最有礼貌，最标准，最可爱的	NULL	5291	61743	105871	4242	0.583190864	0.244721357	3
2017062900154510	17321	5	20	2017-10-12 23:59:59	这餐厅服务员真闲的慌，四女和一男玩！	NULL	4459	259441	478267	4159	0.542460592	0.240113157	1
2017070404337147	17286	5	20	2017-12-04 23:59:59	这老公心真大，竟然让媳妇找老王弄了20分钟	NULL	3621	141142	173429	3313	0.813831597	0.191657989	NULL
6308632257125059584	17268	5	2	2017-09-30 23:59:59	美女被吓得不轻啊，这男子太能搞。哈哈哈哈	NULL	4805	93806	123992	4299	0.75654881	0.248957609	4
2017070404091201	17243	21	20	2017-12-05 23:59:59	女子回家发现丈夫偷情 小三裸体跑出去	1	4782	307770	710951	4479	0.432899032	0.259757583	NULL
2017070900637930	17231	21	20	2017-09-14 23:59:59	工人正准备上班，突然发现房子在移动，监控恰好拍下这一幕！	NULL	3798	309289	825824	3591	0.37452169	0.208403459	NULL
2017070403944509	17217	23	20	2017-12-04 23:59:59	还以为韩国美女跳舞都不穿衣服呢	1	4501	213508	880277	4271	0.24254638	0.248068769	1
2017062900485585	17196	6	20	2017-12-05 23:59:59	韩国女主播朴妮唛~玩high了后面连裙子都脱了！	1	4132	240764	515189	3789	0.467331407	0.22034194	4
2017070403848627	17188	21	20	2017-12-03 23:59:59	某副校长和学生不雅照流出。	1	4377	237221	603900	4120	0.392815036	0.239702118	1
2017070303730368	17167	2	20	1970-01-01 08:00:00	美女竟然当众脱内裤. 小心流鼻血	NULL	4268	405104	556099	3980	0.728474606	0.231840158	1
6303149057040890880	17125	21	2	2017-09-15 23:59:59	三轮车大妈任性变道，监控拍下她人生最后5秒钟	NULL	2953	168032	322341	2725	0.521286464	0.159124088	4
2017070404478501	17082	21	20	2017-12-04 23:59:59	监控拍下事故全过程,让人睁不开眼去看	NULL	4075	246283	931666	3741	0.26434688	0.219002459	1
2017062900687150	17057	5	20	2017-12-09 23:59:59	这些超级搞笑的瞬间，让你笑到肚子疼，特别是5分25秒那两只猩	NULL	3686	340606	1387429	3501	0.245494364	0.205252975	NULL
2017062708846879	17056	2	20	2017-12-10 23:59:59	老公刚出差，少妇就约了男人到家里偷情，想不到老公突然回来了	1	4276	1154935	2496475	4018	0.462626303	0.235576923	3
2017062708862034	17046	5	20	2017-12-05 23:59:59	小媳妇坐公交，笑翻一车人	NULL	3503	551750	1138271	3320	0.484726396	0.194767101	2
6312225450072474624	17015	21	2	2017-09-12 17:20:24	四分钟速览《巡视利剑》第二集《政治巡视》	NULL	122	7971	23280	21	0.342396907	0.001234205	6
147967161	17012	21	2	2017-11-29 23:59:59	女生出租屋床底每天发出霉臭味 真相竟是…	NULL	3823	362241	523222	3467	0.69232754	0.20379732	4
2017070404193872	17005	5	20	2017-12-08 23:59:59	国外那些搞笑的汇编，看到大狗和女主人我就笑了	NULL	3718	369188	1163482	3517	0.317313031	0.206821523	1
2017062900098835	16986	5	20	2017-12-02 23:59:59	美女为涨工资，满足老板一切要求！结果湿身了	NULL	4382	268103	387559	4120	0.691773382	0.24255269	2
2017070403886959	16966	5	20	2017-12-11 23:59:59	云南人吃菌中毒的N种“艳遇”！ 都可以拍成搞笑喜剧！	NULL	4243	141013	520395	4027	0.270973011	0.237357067	NULL
2017051408318793	16934	21	20	2017-09-14 23:59:59	越南一对年轻夫妻，正准备回家时，监控却拍到这样一幕！	NULL	4274	199976	237025	3872	0.843691594	0.228652415	3
2017062808995573	16915	2	20	2017-12-11 23:59:59	少妇开车送丈夫去机场，掉头就回到隔壁老王家	1	3767	223387	277968	3572	0.803642865	0.211173515	2
186793600	16909	2	2	2017-10-10 23:59:59	韩国猛男到底有多猛！	NULL	3257	350907	731411	2970	0.47976719	0.175646106	6
2017063001803677	16900	18	20	2017-10-11 23:59:59	水中分娩：孕妇水中分娩 全过程视频	1	4745	389029	1291124	4433	0.301310331	0.262307692	2
